"Start";"Duration";"Pitch";"Velocity";"Instrument"
72.0;0.5;43.0;0.7086600000000001;"Piano"
72.0;0.5;71.0;0.7086600000000001;"Piano"
72.5;0.5;47.0;0.7086600000000001;"Piano"
72.5;0.25;74.0;0.7086600000000001;"Piano"
72.75;0.25;73.0;0.7086600000000001;"Piano"
73.0;0.5;50.0;0.7086600000000001;"Piano"
73.0;0.5;71.0;0.7086600000000001;"Piano"
73.5;0.5;55.0;0.7086600000000001;"Piano"
73.5;0.25;69.0;0.7086600000000001;"Piano"
73.75;0.25;67.0;0.7086600000000001;"Piano"
74.0;0.5;38.0;0.7086600000000001;"Piano"
74.0;0.25;69.0;0.7086600000000001;"Piano"
74.25;0.25;67.0;0.7086600000000001;"Piano"
74.5;0.5;42.0;0.7086600000000001;"Piano"
74.5;0.25;66.0;0.7086600000000001;"Piano"
74.75;0.25;67.0;0.7086600000000001;"Piano"
75.0;0.5;45.0;0.7086600000000001;"Piano"
75.0;0.25;69.0;0.7086600000000001;"Piano"
75.25;0.25;71.0;0.7086600000000001;"Piano"
75.5;0.5;50.0;0.7086600000000001;"Piano"
75.5;0.25;73.0;0.7086600000000001;"Piano"
75.75;0.25;74.0;0.7086600000000001;"Piano"
76.0;0.5;43.0;0.7086600000000001;"Piano"
76.0;0.5;71.0;0.7086600000000001;"Piano"
76.5;0.5;47.0;0.7086600000000001;"Piano"
76.5;0.25;74.0;0.7086600000000001;"Piano"
76.75;0.25;73.0;0.7086600000000001;"Piano"
77.0;0.5;50.0;0.7086600000000001;"Piano"
77.0;0.5;74.0;0.7086600000000001;"Piano"
77.5;0.5;55.0;0.7086600000000001;"Piano"
77.5;0.25;73.0;0.7086600000000001;"Piano"
77.75;0.25;71.0;0.7086600000000001;"Piano"
78.0;0.5;45.0;0.7086600000000001;"Piano"
78.0;0.25;69.0;0.7086600000000001;"Piano"
78.0;0.25;73.0;0.7086600000000001;"Piano"
78.25;0.25;74.0;0.7086600000000001;"Piano"
78.5;0.5;49.0;0.7086600000000001;"Piano"
78.5;0.25;76.0;0.7086600000000001;"Piano"
78.75;0.25;74.0;0.7086600000000001;"Piano"
79.0;0.5;52.0;0.7086600000000001;"Piano"
79.0;0.25;73.0;0.7086600000000001;"Piano"
79.25;0.25;74.0;0.7086600000000001;"Piano"
79.5;0.5;57.0;0.7086600000000001;"Piano"
79.5;0.25;71.0;0.7086600000000001;"Piano"
79.75;0.25;73.0;0.7086600000000001;"Piano"
80.0;0.5;50.0;0.7086600000000001;"Piano"
80.0;2.0;66.0;0.7086600000000001;"Piano"
80.0;2.0;69.0;0.7086600000000001;"Piano"
80.0;2.0;74.0;0.7086600000000001;"Piano"
80.5;0.5;54.0;0.7086600000000001;"Piano"
81.0;0.5;57.0;0.7086600000000001;"Piano"
81.5;0.5;62.0;0.7086600000000001;"Piano"
82.0;0.5;45.0;0.7086600000000001;"Piano"
82.0;2.0;64.0;0.7086600000000001;"Piano"
82.0;2.0;69.0;0.7086600000000001;"Piano"
82.0;2.0;73.0;0.7086600000000001;"Piano"
82.5;0.5;49.0;0.7086600000000001;"Piano"
83.0;0.5;52.0;0.7086600000000001;"Piano"
83.5;0.5;57.0;0.7086600000000001;"Piano"
84.0;0.5;47.0;0.7086600000000001;"Piano"
84.0;2.0;62.0;0.7086600000000001;"Piano"
84.0;2.0;66.0;0.7086600000000001;"Piano"
84.0;2.0;71.0;0.7086600000000001;"Piano"
84.5;0.5;50.0;0.7086600000000001;"Piano"
85.0;0.5;54.0;0.7086600000000001;"Piano"
85.5;0.5;59.0;0.7086600000000001;"Piano"
86.0;0.5;42.0;0.7086600000000001;"Piano"
86.0;2.0;61.0;0.7086600000000001;"Piano"
86.0;2.0;66.0;0.7086600000000001;"Piano"
86.0;2.0;69.0;0.7086600000000001;"Piano"
86.5;0.5;45.0;0.7086600000000001;"Piano"
87.0;0.5;49.0;0.7086600000000001;"Piano"
87.5;0.5;54.0;0.7086600000000001;"Piano"
88.0;0.5;43.0;0.7086600000000001;"Piano"
88.0;2.0;59.0;0.7086600000000001;"Piano"
88.0;2.0;62.0;0.7086600000000001;"Piano"
88.0;2.0;67.0;0.7086600000000001;"Piano"
88.5;0.5;47.0;0.7086600000000001;"Piano"
89.0;0.5;50.0;0.7086600000000001;"Piano"
89.5;0.5;55.0;0.7086600000000001;"Piano"
90.0;0.5;38.0;0.7086600000000001;"Piano"
90.0;2.0;57.0;0.7086600000000001;"Piano"
90.0;2.0;62.0;0.7086600000000001;"Piano"
90.0;2.0;66.0;0.7086600000000001;"Piano"
90.5;0.5;42.0;0.7086600000000001;"Piano"
91.0;0.5;45.0;0.7086600000000001;"Piano"
91.5;0.5;50.0;0.7086600000000001;"Piano"
92.0;0.5;43.0;0.7086600000000001;"Piano"
92.0;2.0;59.0;0.7086600000000001;"Piano"
92.0;2.0;62.0;0.7086600000000001;"Piano"
92.0;2.0;67.0;0.7086600000000001;"Piano"
92.5;0.5;47.0;0.7086600000000001;"Piano"
93.0;0.5;50.0;0.7086600000000001;"Piano"
93.5;0.5;55.0;0.7086600000000001;"Piano"
94.0;0.5;45.0;0.7086600000000001;"Piano"
94.0;2.0;61.0;0.7086600000000001;"Piano"
94.0;2.0;64.0;0.7086600000000001;"Piano"
94.0;2.0;69.0;0.7086600000000001;"Piano"
94.5;0.5;49.0;0.7086600000000001;"Piano"
95.0;0.5;52.0;0.7086600000000001;"Piano"
95.5;0.5;57.0;0.7086600000000001;"Piano"
96.0;0.5;50.0;0.7086600000000001;"Piano"
96.0;2.0;74.0;0.7086600000000001;"Piano"
96.0;2.0;78.0;0.7086600000000001;"Piano"
96.5;0.5;54.0;0.7086600000000001;"Piano"
97.0;0.5;57.0;0.7086600000000001;"Piano"
97.5;0.5;62.0;0.7086600000000001;"Piano"
98.0;0.5;45.0;0.7086600000000001;"Piano"
98.0;2.0;73.0;0.7086600000000001;"Piano"
98.0;2.0;76.0;0.7086600000000001;"Piano"
98.5;0.5;49.0;0.7086600000000001;"Piano"
99.0;0.5;52.0;0.7086600000000001;"Piano"
99.5;0.5;57.0;0.7086600000000001;"Piano"
100.0;0.5;47.0;0.7086600000000001;"Piano"
100.0;2.0;71.0;0.7086600000000001;"Piano"
100.0;2.0;74.0;0.7086600000000001;"Piano"
100.5;0.5;50.0;0.7086600000000001;"Piano"
101.0;0.5;54.0;0.7086600000000001;"Piano"
101.5;0.5;59.0;0.7086600000000001;"Piano"
102.0;0.5;42.0;0.7086600000000001;"Piano"
102.0;2.0;69.0;0.7086600000000001;"Piano"
102.0;2.0;73.0;0.7086600000000001;"Piano"
102.5;0.5;45.0;0.7086600000000001;"Piano"
103.0;0.5;49.0;0.7086600000000001;"Piano"
103.5;0.5;54.0;0.7086600000000001;"Piano"
104.0;0.5;43.0;0.7086600000000001;"Piano"
104.0;2.0;67.0;0.7086600000000001;"Piano"
104.0;2.0;71.0;0.7086600000000001;"Piano"
104.5;0.5;47.0;0.7086600000000001;"Piano"
105.0;0.5;50.0;0.7086600000000001;"Piano"
105.5;0.5;55.0;0.7086600000000001;"Piano"
106.0;0.5;38.0;0.7086600000000001;"Piano"
106.0;2.0;66.0;0.7086600000000001;"Piano"
106.0;2.0;69.0;0.7086600000000001;"Piano"
106.5;0.5;42.0;0.7086600000000001;"Piano"
107.0;0.5;45.0;0.7086600000000001;"Piano"
107.5;0.5;50.0;0.7086600000000001;"Piano"
108.0;0.5;43.0;0.7086600000000001;"Piano"
108.0;2.0;67.0;0.7086600000000001;"Piano"
108.0;2.0;71.0;0.7086600000000001;"Piano"
108.5;0.5;47.0;0.7086600000000001;"Piano"
109.0;0.5;50.0;0.7086600000000001;"Piano"
109.5;0.5;55.0;0.7086600000000001;"Piano"
110.0;0.5;45.0;0.7086600000000001;"Piano"
110.0;2.0;64.0;0.7086600000000001;"Piano"
110.0;2.0;69.0;0.7086600000000001;"Piano"
110.0;2.0;73.0;0.7086600000000001;"Piano"
110.5;0.5;49.0;0.7086600000000001;"Piano"
111.0;0.5;52.0;0.7086600000000001;"Piano"
111.5;0.5;57.0;0.7086600000000001;"Piano"
112.0;4.0;38.0;0.7086600000000001;"Piano"
112.0;4.0;50.0;0.7086600000000001;"Piano"
112.0;4.0;62.0;0.7086600000000001;"Piano"
112.0;4.0;66.0;0.7086600000000001;"Piano"
112.0;4.0;69.0;0.7086600000000001;"Piano"
112.0;4.0;74.0;0.7086600000000001;"Piano"
